KO	Modelseed_reaction
K14417	rxn02764	
K14417	rxn07905
K15748	rxn21852
K14418	rxn06588
K14418	rxn07906	
K15749	rxn03711
K15749	rxn03713	
K15746	rxn28804	
K15746	rxn31337	
K15746	rxn31339	
K15746	rxn31340
K15746	rxn31341	
K15746	rxn31342	
K15746	rxn31343	
K15746	rxn31344	
K15746	rxn31353	
K15746	rxn31724	
K15746	rxn31725	
K15747	rxn31337	
K15747	rxn31339	
K15747	rxn31340
K15744	rxn21665
K15745	rxn06792	
K15745	rxn15683	
K15745	rxn16538	
K15745	rxn31261	
K15745	rxn31452
K03738	rxn14108
K03737	rxn35453
K03736	rxn00539
K03735	rxn00539
K15717	rxn16348
K15718	rxn28400
K01101	rxn27618
K02433	rxn10534	
K02433	rxn11595
K03763	rxn05816	
K03763	rxn05817
K03763	rxn05818	
K03763	rxn05819	
K01100	rxn31660
K15719	rxn16516
K15719	rxn16518	
K01109	rxn07230
K01109	rxn35254	
K01107	rxn32830	
K01107	rxn33623
K02439	rxn01416
K01108	rxn02388
K01108	rxn06367	
K01108	rxn07174	
K02438	rxn31426
K02437	rxn19763
K01106	rxn33455
K01106	rxn35258	
K01103	rxn15361
K02435	rxn10534	
K02435	rxn11595
K02434	rxn10534	
K02434	rxn11595
K15728	rxn06138
K15729	rxn33377
K03750	rxn16583
K02428	rxn01962	
K02428	rxn02518	
K02428	rxn32148	
K02428	rxn32257
K02428	rxn32974	
K02428	rxn33568	
K03707	rxn16839
K03707	rxn32104	
K03715	rxn06220
K03714	rxn31714
K14482	rxn31705
K02496	rxn35413
K02495	rxn32318
K02492	rxn32128
K02488	rxn26310
K14466	rxn16139
K15797	rxn16467
K14467	rxn16139
K15798	rxn16450
K15795	rxn16462
K14465	rxn38971
K15796	rxn16461
K15793	rxn14080	
K15793	rxn14215
K15793	rxn16460	
K15794	rxn16465
K15792	rxn02011
K15792	rxn13914	
K01193	rxn28256	
K01193	rxn30018	
K01193	rxn31954
K01193	rxn33488	
K01193	rxn33560	
K01190	rxn07043	
K01190	rxn15402	
K01190	rxn29965
K01190	rxn35560	
K01190	rxn38162	
K14468	rxn00532	
K14468	rxn16149
K15799	rxn16456
K14469	rxn16146	
K14469	rxn32064
K14469	rxn35427	
K01189	rxn15139	
K01189	rxn15469	
K01189	rxn31483	
K01189	rxn33707	
K01189	rxn34769	
K01189	rxn34772	
K01189	rxn34775	
K01189	rxn34777	
K01189	rxn34778	
K01189	rxn34779
K01189	rxn38341	
K01189	rxn38342	
K01187	rxn28256
K01187	rxn32595	
K01187	rxn33488	
K01188	rxn06403	
K01188	rxn15343	
K01188	rxn15387	
K01188	rxn32425	
K01188	rxn33569	
K01188	rxn33580	
K01188	rxn37973
K01186	rxn15443
K01183	rxn06152	
K01183	rxn15160
K01184	rxn15292	
K01184	rxn31233
K14470	rxn16143
K14471	rxn00286
K14471	rxn02258	
K14472	rxn00286
K14472	rxn02258	
K01182	rxn15233
K01182	rxn15596	
K01182	rxn33488	
K01182	rxn34303	
K01178	rxn15596	
K01178	rxn17977	
K01178	rxn34303
K01179	rxn15597
K01176	rxn31228
K01176	rxn34305	
K01177	rxn34305
K14481	rxn31705
K15775	rxn13960
K15776	rxn14249
K15774	rxn14075
K14448	rxn16152
K15779	rxn01986
K15779	rxn33867	
K15779	rxn34262	
K14449	rxn03440
K14446	rxn16150
K15777	rxn01494
K14447	rxn16151
K15778	rxn32754
K15778	rxn33867	
K15778	rxn34262	
K01123	rxn01845
K03786	rxn30580
K03785	rxn30580
K03784	rxn01358	
K03784	rxn01446	
K03784	rxn01646	
K03784	rxn01647	
K03784	rxn01684	
K03784	rxn01799	
K03784	rxn01859	
K03784	rxn01985
K03784	rxn30188	
K03784	rxn30189	
K03784	rxn33382	
K01122	rxn07265
K03783	rxn01358	
K03783	rxn01446	
K03783	rxn01646	
K03783	rxn01647	
K03783	rxn01684	
K03783	rxn01799	
K03783	rxn01859	
K03783	rxn01985
K03783	rxn30188	
K03783	rxn30189	
K03783	rxn33382	
K03782	rxn07276	
K03782	rxn11962	
K03782	rxn31237
K03782	rxn31247	
K03782	rxn31249	
K03782	rxn31397	
K03782	rxn32630	
K01120	rxn35432	
K01120	rxn35440
K03781	rxn11962
K03781	rxn31381	
K03781	rxn31397	
K03780	rxn00245
K01129	rxn01352
K03788	rxn38689
K01126	rxn29959	
K01126	rxn33398
K03787	rxn02400	
K03787	rxn29952	
K03787	rxn29955	
K03787	rxn29956
K03787	rxn30860	
K03787	rxn30907	
K03787	rxn30908	
K03787	rxn31059	
K03787	rxn31973	
K03787	rxn32378	
K03787	rxn32982	
K03787	rxn33474	
K03787	rxn33762	
K14455	rxn30355	
K14455	rxn32253	
K14455	rxn33295	
K14455	rxn33740	
K14455	rxn34671
K14455	rxn37937	
K14455	rxn38254	
K15786	rxn16646
K14456	rxn06145
K14456	rxn06474	
K14456	rxn06475	
K15787	rxn16643
K15787	rxn16644	
K15784	rxn16642
K14454	rxn30355	
K14454	rxn32253	
K14454	rxn33295	
K14454	rxn33740	
K14454	rxn34671
K14454	rxn37937	
K14454	rxn38254	
K15785	rxn04786
K14452	rxn15315
K14452	rxn15536	
K15783	rxn16641
K15780	rxn32386
K15780	rxn32969	
K15780	rxn33365	
K14457	rxn06474
K14457	rxn06475	
K14458	rxn06474
K14458	rxn06475	
K15789	rxn33043
K01113	rxn03167
K01110	rxn06367	
K01110	rxn06716
K01119	rxn17763	
K01119	rxn17765	
K01119	rxn17766	
K01119	rxn17767
K01119	rxn19338	
K01119	rxn19339	
K01119	rxn19340	
K01119	rxn19341	
K01116	rxn06378
K01116	rxn31671	
K02448	rxn05801
K03779	rxn00245
K01117	rxn01844
K03778	rxn34235
K01114	rxn06079	
K01114	rxn06087	
K01114	rxn31520
K01114	rxn31655	
K01114	rxn31671	
K02446	rxn30665	
K02446	rxn31218
K03777	rxn34235
K01115	rxn05963
K01115	rxn06086	
K01115	rxn33140	
K14422	rxn31722
K15753	rxn03714	
K15753	rxn16354
K14423	rxn07313
K15754	rxn03715
K14420	rxn06906
K15751	rxn03714	
K15751	rxn16354
K14421	rxn06907
K15752	rxn03714	
K15752	rxn16354
K15750	rxn03573	
K15750	rxn03574	
K15750	rxn03575	
K15750	rxn03576
K15750	rxn03772	
K15759	rxn28001	
K15759	rxn28169	
K15759	rxn30897
K15759	rxn32810	
K15759	rxn33222	
K15757	rxn03600	
K15757	rxn03742	
K15757	rxn03743	
K15757	rxn11959
K15758	rxn03600	
K15758	rxn03742	
K15758	rxn03743	
K15758	rxn11959
K14424	rxn07316	
K14424	rxn07321
K15755	rxn03715
K15756	rxn03666
K02474	rxn04703
K02473	rxn00295
K02472	rxn02377
K15764	rxn02541
K15764	rxn03937	
K15764	rxn11959	
K15765	rxn02541
K15765	rxn03937	
K15765	rxn11959	
K15765	rxn16355	
K15762	rxn02541
K15762	rxn03937	
K15762	rxn11959	
K15762	rxn16355	
K15763	rxn02541
K15763	rxn03937	
K15763	rxn11959	
K15760	rxn02541
K15760	rxn03937	
K15760	rxn11959	
K15761	rxn02541
K15761	rxn03937	
K15761	rxn11959	
K15768	rxn03593
K15769	rxn03593
K15766	rxn03496
K15766	rxn03606	
K15767	rxn03496
K15767	rxn03606	
K01134	rxn06798
K03795	rxn37661
K03794	rxn28987
K01130	rxn02798
K01130	rxn06798	
K01131	rxn02444	
K01131	rxn14180	
K01131	rxn14238
K01139	rxn33062	
K01139	rxn33193
K01137	rxn34320
K01137	rxn34321	
K02467	rxn32044
K13079	rxn07798	
K13079	rxn07799	
K13079	rxn07800
K13078	rxn07803
K13075	rxn14399
K13074	rxn14013
K13074	rxn14083	
K13077	rxn04406
K13077	rxn07870	
K13077	rxn30920	
K13077	rxn30921	
K01093	rxn32084	
K01093	rxn38689
K01094	rxn06080
K01091	rxn35247
K01092	rxn28001	
K01092	rxn28169
K01092	rxn30897	
K01089	rxn30698
K01089	rxn30708	
K01086	rxn30665	
K01086	rxn31218
K01086	rxn31660	
K01087	rxn38812
K01084	rxn19814
K01084	rxn31313	
K01085	rxn15095
K13082	rxn07788	
K13082	rxn07789	
K13082	rxn31263	
K13082	rxn31377
K13082	rxn38079	
K13082	rxn38395	
K13082	rxn38437	
K13081	rxn04387	
K13081	rxn04388
K13081	rxn04466	
K13084	rxn14353
K13083	rxn02601	
K13083	rxn03353	
K13083	rxn04393	
K13083	rxn27859	
K13083	rxn31368
K13083	rxn31370	
K13080	rxn04635	
K13080	rxn04641	
K13080	rxn04644	
K13080	rxn07812
K13086	rxn13949
K13085	rxn14353
K01082	rxn32810	
K01082	rxn33222
K01083	rxn28543
K01080	rxn04377	
K01080	rxn04378	
K01080	rxn06138
K01080	rxn06610	
K01080	rxn30432	
K01081	rxn02400	
K01081	rxn29952	
K01081	rxn29955	
K01081	rxn29956
K01081	rxn30860	
K01081	rxn30907	
K01081	rxn30908	
K01081	rxn31059	
K01081	rxn31973	
K01081	rxn32378	
K01081	rxn32982	
K01081	rxn33474	
K01081	rxn33762	
K01079	rxn30983
K01077	rxn03167
K01077	rxn33098	
K01078	rxn33098	
K01078	rxn38689
K01075	rxn00965
K01076	rxn20503
K01074	rxn20503
K13057	rxn15877
K13059	rxn15880
K13058	rxn15878
K13060	rxn14374
K13062	rxn14374
K13061	rxn14232	
K13061	rxn14374
K13068	rxn01713
K13067	rxn15891
K13069	rxn26310
K13064	rxn00530
K13064	rxn32193	
K13063	rxn13801
K13066	rxn02414
K13066	rxn04428	
K13066	rxn04429	
K13066	rxn04431	
K13066	rxn32745	
K13066	rxn33470	
K14394	rxn33098	
K14394	rxn38689
K13065	rxn32513
K13065	rxn32781	
K13065	rxn37912	
K13065	rxn38370	
K01099	rxn16668
K01099	rxn32153	
K01097	rxn15257
K01095	rxn06080
K01096	rxn06080
K13071	rxn24416
K13070	rxn14153	
K13070	rxn14239
K14520	rxn17099
K15858	rxn14262
K15858	rxn14378	
K15856	rxn02438
K15856	rxn02440	
K15857	rxn14203
K15855	rxn15289
K01200	rxn31426
K03863	rxn03586
K01201	rxn15218
K03862	rxn03586
K03861	rxn31479
K03860	rxn31479
K01208	rxn06316	
K01208	rxn34305
K01209	rxn15247
K01207	rxn15005
K01207	rxn31484	
K01207	rxn31533	
K01207	rxn31534	
K02536	rxn06723
K01205	rxn31536
K02535	rxn31098
K01202	rxn15414
K01203	rxn15233	
K01203	rxn15596	
K01203	rxn28256	
K01203	rxn33488	
K01203	rxn34303
K15864	rxn05890	
K15864	rxn27936	
K15864	rxn35316
K14534	rxn02171
K15866	rxn16678
K15866	rxn38535	
K03852	rxn32073
K03851	rxn03924
K03850	rxn31504
K03859	rxn31479
K02527	rxn03182
K02527	rxn03439	
K02527	rxn16607	
K03858	rxn31479
K03857	rxn31479
K03856	rxn38069
K02523	rxn09037
K01222	rxn03481
K01222	rxn03482	
K01222	rxn15078	
K02554	rxn01893	
K02554	rxn03272
K01223	rxn03481
K01223	rxn03482	
K01223	rxn15078	
K01220	rxn02332
K02552	rxn19940
K02551	rxn17648
K01228	rxn31490
K01229	rxn29965
K01229	rxn35560	
K01226	rxn15073	
K01226	rxn15074
K01225	rxn15597
K15849	rxn28084	
K15849	rxn37694
K15849	rxn37937	
K15849	rxn38254	
K14519	rxn03455
K01212	rxn15543
K01210	rxn05807
K01210	rxn17977	
K02549	rxn20471
K01218	rxn15184
K02548	rxn04673	
K02548	rxn31476
K01213	rxn15292
K01213	rxn15677	
K01214	rxn16841
K15816	rxn04327	
K15816	rxn16591
K15817	rxn16547
K15814	rxn16446
K15815	rxn04327	
K15815	rxn04330	
K15815	rxn04332
K15812	rxn16534
K15813	rxn04330
K15810	rxn16558
K15811	rxn16535
K15818	rxn16556
K15819	rxn16318
K03823	rxn14043	
K03823	rxn15875
K03821	rxn31318
K15820	rxn16557
K15825	rxn11540
K15826	rxn11541
K15823	rxn16546
K15824	rxn11533
K15821	rxn16555
K15822	rxn16559
K03816	rxn32386
K03816	rxn33365	
K03815	rxn33382
K02510	rxn01202
K02510	rxn01203	
K03841	rxn30665	
K03841	rxn31218
K03849	rxn31503
K02517	rxn20026
K03848	rxn31502
K03846	rxn31500
K03846	rxn31501	
K03845	rxn31499
K03844	rxn31715
K03844	rxn34317	
K03843	rxn31488
K03843	rxn34318	
K03842	rxn31712
K02509	rxn02883	
K02509	rxn04706
K15805	rxn16417
K15806	rxn16458
K15803	rxn07463
K15804	rxn16418
K15801	rxn12186
K15802	rxn16466
K15800	rxn16390	
K15800	rxn16391
K15809	rxn16468
K15807	rxn16471
K15808	rxn12182
K02502	rxn19213
K02501	rxn19830
K02500	rxn19830
K03831	rxn16574
K13273	rxn20592
K13272	rxn04630
K13272	rxn04631	
K13282	rxn16568
K13293	rxn35432
K13257	rxn07592
K13257	rxn23848	
K13257	rxn24350	
K14585	rxn33701
K14586	rxn04711
K14583	rxn33147
K14584	rxn32002
K14581	rxn02125	
K14581	rxn03724	
K14581	rxn03727	
K14581	rxn04718	
K14581	rxn04739	
K14581	rxn04746	
K14581	rxn07518	
K14581	rxn07520
K14581	rxn07523	
K14581	rxn07524	
K14581	rxn11654	
K14581	rxn11655	
K14581	rxn11656	
K14581	rxn11657	
K14581	rxn16021	
K14581	rxn16095	
K14582	rxn02877
K14582	rxn04719	
K14582	rxn04740	
K14582	rxn07519	
K14582	rxn16024	
K14582	rxn16045	
K13259	rxn02098	
K13259	rxn04419	
K13259	rxn14192
K13258	rxn04608	
K13258	rxn05065
K13258	rxn07537	
K14589	rxn06531
K13260	rxn04416	
K13260	rxn05099	
K13260	rxn07560	
K13260	rxn19945	
K13260	rxn28333
K13260	rxn33483	
K13266	rxn07553
K14598	rxn07376
K14598	rxn07378	
K13265	rxn07551
K14599	rxn03734	
K14599	rxn03739
K14599	rxn07606	
K14599	rxn11654	
K14596	rxn37127
K13267	rxn07525
K14597	rxn07375
K14597	rxn07377	
K13262	rxn04609
K13262	rxn07538	
K14594	rxn04760	
K14594	rxn34648
K13261	rxn23952
K14595	rxn07406
K13264	rxn03165
K13264	rxn04611	
K13264	rxn07533	
K13264	rxn07535	
K13264	rxn07545	
K13264	rxn07555	
K13264	rxn07568	
K13264	rxn07571	
K13263	rxn02099	
K13263	rxn04610	
K13263	rxn07532
K13263	rxn07534	
K13263	rxn07543	
K13263	rxn07554	
K13263	rxn07567	
K14593	rxn05068	
K14593	rxn05069
K13269	rxn04623
K13271	rxn01908
K13270	rxn33019
K13233	rxn13998	
K13233	rxn14243
K15896	rxn16683
K13232	rxn01180
K15897	rxn16675
K13235	rxn13967	
K13235	rxn14103
K15894	rxn16543
K13234	rxn14065	
K13234	rxn14284
K15895	rxn16666
K15892	rxn16690
K15893	rxn27943
K13231	rxn01814
K15890	rxn02337
K13230	rxn15883
K13239	rxn03254
K15898	rxn16682
K13238	rxn03254
K15899	rxn16684
K01244	rxn30734
K01242	rxn00089	
K01242	rxn20263
K01243	rxn00143	
K01243	rxn30734
K01240	rxn15118
K01240	rxn15165	
K01241	rxn15018
K13244	rxn26073
K13243	rxn26073
K14577	rxn16199
K14577	rxn31668	
K13246	rxn26073
K13245	rxn26073
K13240	rxn00400
K13240	rxn14058	
K13240	rxn14091	
K13242	rxn00400
K13242	rxn14058	
K13242	rxn14091	
K13241	rxn00400
K13241	rxn14058	
K13241	rxn14091	
K13248	rxn00123	
K13248	rxn01808	
K13248	rxn33691
K13247	rxn01913
K14578	rxn02125	
K14578	rxn03724	
K14578	rxn03727	
K14578	rxn04718	
K14578	rxn04739	
K14578	rxn04746	
K14578	rxn07518	
K14578	rxn07520
K14578	rxn07523	
K14578	rxn07524	
K14578	rxn11654	
K14578	rxn11655	
K14578	rxn11656	
K14578	rxn11657	
K14578	rxn16021	
K14578	rxn16095	
K14579	rxn02125	
K14579	rxn03724	
K14579	rxn03727	
K14579	rxn04718	
K14579	rxn04739	
K14579	rxn04746	
K14579	rxn07518	
K14579	rxn07520
K14579	rxn11654	
K14579	rxn11655	
K14579	rxn11656	
K14579	rxn11657	
K14579	rxn16021	
K14579	rxn16095	
K01233	rxn06260
K03896	rxn02266
K02564	rxn15061
K01231	rxn31493
K02563	rxn03408	
K02563	rxn03933
K01232	rxn15073	
K01232	rxn15074
K01232	rxn15075	
K01230	rxn31491
K02560	rxn06848
K14580	rxn02125	
K14580	rxn03724	
K14580	rxn03727	
K14580	rxn04718	
K14580	rxn04739	
K14580	rxn04746	
K14580	rxn07518	
K14580	rxn07520
K14580	rxn11654	
K14580	rxn11655	
K14580	rxn11656	
K14580	rxn11657	
K14580	rxn16021	
K14580	rxn16095	
K01239	rxn15165	
K01239	rxn15229	
K01239	rxn32246
K01239	rxn37586	
K01239	rxn37600	
K01237	rxn15447
K02568	rxn14358
K02567	rxn14173	
K02567	rxn14358
K01236	rxn16841
K03897	rxn17089
K14541	rxn00002	
K14541	rxn35318
K15872	rxn05066
K15871	rxn05048
K01270	rxn31689	
K01270	rxn32991
K15876	rxn03978
K15877	rxn01806	
K15877	rxn16283
K15877	rxn16649	
K15877	rxn16650	
K02594	rxn30391
K02591	rxn06874	
K02591	rxn06926
K13222	rxn33281
K15885	rxn16128
K15886	rxn04533
K15886	rxn16129	
K13224	rxn05130
K13223	rxn39038
K15884	rxn16126	
K15884	rxn16127
K13229	rxn14081
K13226	rxn05132
K15889	rxn32661
K13225	rxn05131
K15887	rxn16477
K13227	rxn05135	
K13227	rxn15476
K15888	rxn16578
K01255	rxn31689	
K01255	rxn32991
K01256	rxn31689	
K01256	rxn32991
K02586	rxn06874	
K02586	rxn06926
K01253	rxn04834	
K01253	rxn04874	
K01253	rxn04875
K01253	rxn15644	
K01253	rxn15651	
K01253	rxn16247	
K01253	rxn16254	
K01253	rxn16280	
K01253	rxn32737	
K01254	rxn02192
K01251	rxn03378
K01251	rxn33400	
K01252	rxn02177
K01252	rxn07459	
K01259	rxn05776
K02588	rxn06874	
K02588	rxn06926
K01198	rxn15194
K01199	rxn05807
K01196	rxn06094
K01196	rxn31426	
K01194	rxn30442
K01195	rxn15210	
K01195	rxn15504	
K01195	rxn15725
K01195	rxn15727	
K03809	rxn06429	
K03809	rxn11156	
K03809	rxn11994
K03801	rxn07580
K03801	rxn07583	
K03800	rxn07585	
K03800	rxn15699
K13310	rxn04288
K14642	rxn00116	
K14642	rxn00366	
K14642	rxn00513	
K14642	rxn01511	
K14642	rxn30413	
K14642	rxn33337	
K14642	rxn33663	
K14642	rxn38233	
K14642	rxn38234	
K14642	rxn38239	
K14642	rxn38240	
K14642	rxn38241
K13312	rxn04299
K15971	rxn04535
K15971	rxn04545	
K13311	rxn03814
K14641	rxn00116	
K14641	rxn00366	
K14641	rxn00513	
K14641	rxn01511	
K14641	rxn30413	
K14641	rxn33337	
K14641	rxn33663	
K14641	rxn38233	
K14641	rxn38234	
K14641	rxn38239	
K14641	rxn38240	
K14641	rxn38241
K15972	rxn04536
K15970	rxn04534
K13318	rxn04298
K13319	rxn04296
K13313	rxn04300
K14653	rxn16215
K13320	rxn04317
K14654	rxn10504	
K14654	rxn10505
K15982	rxn16701
K14652	rxn32287
K14652	rxn32814	
K15983	rxn16701
K13329	rxn15872
K13328	rxn15871
K15988	rxn15615
K15989	rxn04311
K13327	rxn14275
K14655	rxn16216
K13326	rxn03814
K14656	rxn33129
K02649	rxn06366	
K02649	rxn06972
K02649	rxn33106	
K15951	rxn04516
K14621	rxn02450	
K14621	rxn06088	
K14621	rxn06375	
K14621	rxn07180	
K14621	rxn07256	
K14621	rxn07264	
K14621	rxn07649	
K14621	rxn13951	
K14621	rxn15169	
K14621	rxn15365
K14621	rxn15666	
K15952	rxn04516
K15950	rxn04515
K14628	rxn04527
K15959	rxn04547
K14629	rxn04527
K14626	rxn16157
K15957	rxn16178
K14627	rxn16157
K15958	rxn16179
K15955	rxn04521	
K15955	rxn04522	
K15955	rxn04523	
K15955	rxn04524
K15955	rxn15636	
K15956	rxn04526
K15953	rxn04517
K15953	rxn04518	
K15954	rxn04519	
K15954	rxn04525
K00012	rxn31394
K00013	rxn19892	
K00013	rxn19896	
K00013	rxn28381
K00010	rxn00879
K00010	rxn16798	
K00011	rxn02985	
K00011	rxn15123	
K00011	rxn15190	
K00011	rxn15239	
K00011	rxn15341	
K00011	rxn22376	
K00011	rxn30433	
K00011	rxn32665	
K00011	rxn37671	
K00011	rxn37672	
K00011	rxn37796
K00018	rxn27943
K00018	rxn34300	
K00019	rxn34633
K00016	rxn00741
K00016	rxn02228	
K00016	rxn34240	
K00014	rxn27110
K00015	rxn27943
K00015	rxn34300	
K14631	rxn03974
K15962	rxn04550
K14632	rxn04528
K15963	rxn04551
K15960	rxn04550	
K15960	rxn13989
K14630	rxn16162
K14630	rxn16163	
K15961	rxn04549
K13307	rxn04301
K13306	rxn03957
K13309	rxn14293
K15968	rxn07143
K13308	rxn01999
K15969	rxn04532
K15966	rxn16194
K15967	rxn16195
K14633	rxn16158
K14633	rxn16159	
K15964	rxn16192
K14634	rxn15361
K15965	rxn16193
K00001	rxn03282	
K00001	rxn04726	
K00001	rxn05871	
K00001	rxn11809	
K00001	rxn11834	
K00001	rxn11838	
K00001	rxn14089	
K00001	rxn31891	
K00001	rxn32074
K00001	rxn32682	
K00001	rxn34308	
K00001	rxn38034	
K00001	rxn38318	
K00002	rxn03546	
K00002	rxn32560
K00002	rxn34194	
K00002	rxn37671	
K00009	rxn15354
K00007	rxn00629	
K00007	rxn03883
K00008	rxn00634	
K00008	rxn37675
K00005	rxn00762
K00006	rxn37873
K00003	rxn27932
K00003	rxn27933	
K00004	rxn02112	
K00004	rxn15373
K15930	rxn04491
K15930	rxn16187	
K02619	rxn19071
K02618	rxn16661
K02618	rxn16677	
K14606	rxn26505
K14606	rxn31246	
K15937	rxn04501	
K15937	rxn15635
K15938	rxn04494	
K15938	rxn04502	
K15938	rxn15634	
K15938	rxn15635
K14604	rxn07609
K15935	rxn16190
K14605	rxn26505
K14605	rxn31246	
K15936	rxn16186
K14602	rxn07608
K15933	rxn16198
K14603	rxn07608
K15934	rxn16189
K14600	rxn03734	
K14600	rxn03739
K14600	rxn07606	
K14600	rxn11654	
K15931	rxn16188
K14601	rxn03651
K14601	rxn07607	
K15932	rxn16198
K15939	rxn14030	
K15939	rxn14253	
K15939	rxn15634	
K15939	rxn15635
K02615	rxn00598	
K02615	rxn38535
K02614	rxn16681
K02613	rxn16679
K02612	rxn16679
K02611	rxn16679
K02610	rxn16679
K15941	rxn04511
K15941	rxn16168	
K02609	rxn16679
K15948	rxn16173
K15949	rxn16175	
K15949	rxn16176
K15946	rxn16172
K15947	rxn16172
K15944	rxn04510
K15944	rxn04514	
K15944	rxn16170	
K15945	rxn16171
K15942	rxn04512	
K15942	rxn07140
K15943	rxn04513
K15943	rxn07141	
K15943	rxn16169	
K15916	rxn32684	
K15916	rxn33486	
K15916	rxn34220	
K15916	rxn38399
K15919	rxn27943
K15918	rxn38124
K01307	rxn31679
K02636	rxn11995
K02636	rxn12059	
K15926	rxn16181
K15927	rxn16183
K15922	rxn28256
K15920	rxn15194
K15921	rxn15247
K15928	rxn16182
K15928	rxn16184	
K15929	rxn04505
K02626	rxn35371
K13398	rxn17405
K13397	rxn02713
K13394	rxn02566	
K13394	rxn03473
K13393	rxn03231
K13396	rxn03207
K13396	rxn13993	
K13395	rxn16895
K13395	rxn16898	
K00081	rxn16257	
K00081	rxn33373
K00082	rxn33143
K00078	rxn15188
K00078	rxn32876	
K00079	rxn02132	
K00079	rxn02985
K00079	rxn16257	
K00079	rxn33373	
K00077	rxn37906
K00074	rxn03861	
K00074	rxn34632
K00074	rxn37809	
K00075	rxn02284
K00075	rxn02285	
K00072	rxn01324
K00072	rxn02132	
K00072	rxn11742	
K00073	rxn02102
K00073	rxn02103	
K12073	rxn25494
K00070	rxn01337	
K00070	rxn01586	
K00070	rxn01809	
K00070	rxn02038	
K00070	rxn02385
K00070	rxn02905	
K00070	rxn03198	
K00070	rxn03317	
K00071	rxn02034	
K00071	rxn02717
K00067	rxn32259
K00068	rxn15656
K00065	rxn01124
K00066	rxn00638
K00064	rxn07490
K00064	rxn14044	
K00061	rxn02183
K00061	rxn11893	
K12047	rxn15596	
K12047	rxn17977	
K12047	rxn28256	
K12047	rxn32595	
K12047	rxn33488	
K12047	rxn34303
K13372	rxn01715
K13372	rxn06189	
K13372	rxn27000	
K13371	rxn01715
K13371	rxn06189	
K13371	rxn27000	
K13373	rxn03200	
K13373	rxn03201	
K13373	rxn14007	
K13373	rxn14276
K13373	rxn26931	
K13373	rxn36714	
K13373	rxn36715	
K13379	rxn21936
K00098	rxn03954
K00099	rxn19646
K00096	rxn15545	
K00096	rxn15546
K00097	rxn03951	
K00097	rxn05116	
K00097	rxn11663
K00094	rxn03856
K13381	rxn06152	
K13381	rxn15160
K13387	rxn03525
K13387	rxn16896	
K13387	rxn25082	
K13386	rxn02711
K13386	rxn03527	
K13389	rxn25497
K13383	rxn03529
K13383	rxn32609	
K13382	rxn02858	
K13382	rxn32590
K13385	rxn03997
K13384	rxn03208	
K13384	rxn03526	
K13384	rxn03531	
K13384	rxn15791
K00093	rxn38171
K00090	rxn01277
K00090	rxn27943	
K00090	rxn32871	
K00090	rxn38885	
K00089	rxn14124	
K00089	rxn14176	
K00089	rxn14375
K00087	rxn31779	
K00087	rxn32917
K00088	rxn11768	
K00088	rxn27944
K00086	rxn01710
K00086	rxn02235	
K00083	rxn01887	
K00083	rxn02758	
K00083	rxn02814	
K00083	rxn04424	
K00083	rxn04425
K00084	rxn16257	
K00084	rxn33373
K13390	rxn15789	
K13390	rxn15790
K13392	rxn03213
K13391	rxn16897
K13356	rxn16312
K14682	rxn33610
K14681	rxn27716	
K14681	rxn33610
K00034	rxn01108
K00034	rxn01109	
K00035	rxn15125
K00035	rxn15131	
K00032	rxn01474
K00032	rxn01475	
K00033	rxn38009
K00030	rxn30141
K00031	rxn25051	
K00031	rxn32171	
K00031	rxn33806
K00038	rxn03301	
K00038	rxn03304	
K00038	rxn03313	
K00038	rxn03316
K00039	rxn15276
K00036	rxn35355
K00036	rxn38115	
K00037	rxn01793	
K00037	rxn01794	
K00037	rxn03000	
K00037	rxn03001	
K00037	rxn03292	
K00037	rxn03293	
K00037	rxn03295	
K00037	rxn03296	
K00037	rxn03299	
K00037	rxn03300
K00037	rxn03302	
K00037	rxn03303	
K00037	rxn03305	
K00037	rxn03306	
K00037	rxn03307	
K00037	rxn03308	
K00037	rxn03311	
K00037	rxn03312	
K00037	rxn03314	
K00037	rxn03315	
K00037	rxn14041	
K13367	rxn15944	
K13367	rxn17248	
K13367	rxn22384
K13367	rxn30748	
K13366	rxn17248	
K13366	rxn34581
K13369	rxn03200	
K13369	rxn03201	
K13369	rxn14007	
K13369	rxn14276	
K13369	rxn31878	
K13369	rxn32074
K13369	rxn36714	
K13369	rxn36715	
K13368	rxn03200	
K13368	rxn03201	
K13368	rxn14007	
K13368	rxn14276
K13368	rxn31878	
K13368	rxn36714	
K13368	rxn36715	
K00023	rxn01453	
K00023	rxn06038
K00024	rxn04934	
K00024	rxn34245
K02685	rxn05816	
K02685	rxn05817
K02685	rxn05818	
K02685	rxn05819	
K00021	rxn37871
K02684	rxn05816	
K02684	rxn05817
K02684	rxn05818	
K02684	rxn05819	
K00022	rxn06037	
K00022	rxn07883	
K00022	rxn27455
K00022	rxn34734	
K00022	rxn34735	
K00022	rxn34736	
K00022	rxn34737	
K00022	rxn34738	
K00022	rxn34739	
K00022	rxn35544	
K00022	rxn35545	
K00022	rxn37809	
K00020	rxn35544
K00029	rxn27983
K13370	rxn03200	
K13370	rxn03201	
K13370	rxn14007	
K13370	rxn14276
K13370	rxn31878	
K13370	rxn36714	
K13370	rxn36715	
K00027	rxn37872
K00028	rxn37872
K00025	rxn04934	
K00025	rxn34245
